Id	Label	NodeType	Community_Lvl_0	Community_Lvl_1	Infered_Community_Name_Lvl_0	Infered_Community_Name_Lvl_1
Verification Engineer__s	Verification Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
International Remuneration Project Coordinator__s	International Remuneration Project Coordinator	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Internal Digital Communications Manager__s	Internal Digital Communications Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Head of Project Management Office__s	Head of Project Management Office	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Development & Technical Service Manager__s	Development & Technical Service Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Solution Manager__s	Solution Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Chief Financial Officer__s	Chief Financial Officer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Global Head of Medical Operations__s	Global Head of Medical Operations	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Social Relations Manager__s	Social Relations Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Engineering Business Manager__s	Engineering Business Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Software Engineer__s	Software Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Customer Technical Support Engineer__s	Customer Technical Support Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Pre-Sales / Systems Architect__s	Pre-Sales / Systems Architect	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Network Software Engineer__s	Network Software Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Project officer__s	Project officer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Program manager__s	Program manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Owner__s	Owner	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Key Account Management & Customer Care__s	Key Account Management & Customer Care	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
International Project Director__s	International Project Director	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Delivery Unit Manager__s	Delivery Unit Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Director of External Wafer Manufacturing__s	Director of External Wafer Manufacturing	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Senior Consultant__s	Senior Consultant	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Architecte SAP__s	Architecte SAP	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
R&D Engineer__s	R&D Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
TPS (Total Product Support)__s	TPS (Total Product Support)	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Teamleader Web Development__s	Teamleader Web Development	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
.NET Senior Consultant__s	.NET Senior Consultant	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Software Architect__s	Software Architect	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Group Leader__s	Group Leader	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Visual Artist__s	Visual Artist	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Head of Ethics & Compliance Investigations__s	Head of Ethics & Compliance Investigations	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Architecte stockage__s	Architecte stockage	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Worldwide Technical Coordinator__s	Worldwide Technical Coordinator	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Senior J2EE Developer__s	Senior J2EE Developer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Account Operation Manager__s	Account Operation Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Programátor__s	Programátor	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Project Manager, Air System Development__s	Project Manager, Air System Development	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Manager__s	Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Regional Process Engineer__s	Regional Process Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Study Engineer__s	Study Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Senior System Administrator__s	Senior System Administrator	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Regional Manager BOSCH Engineering France__s	Regional Manager BOSCH Engineering France	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Database Engineer__s	Database Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Downstream Supply Chain Leader__s	Downstream Supply Chain Leader	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
branch manager__s	branch manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
International Organisation__s	International Organisation	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Researcher/Breeder__s	Researcher/Breeder	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
